,NBAC_nfireid,WFS event,T2_area,dice_coefficient,Relative Percent Difference,NFDB_fireid
292,1014.0,1947,3267797.340009728,0.8491166597372746,19.42087216994099,
293,,1947,3267797.340009728,0.8491166597354856,19.420872170041502,23LA-LEPP
294,,1949,282289.36412377155,0.001770432446000167,198.56524924654047,23LA-BAY
295,621.0,1951,7645947.872893861,0.6275693302564456,74.43467578276281,
296,,1951,7645947.872893861,0.905845486530975,18.52340908879822,23DB-DEER
297,672.0,1952,11202626.972522888,0.6479491829997837,53.84169198560813,
298,,1952,11202626.972522888,0.8225120857072831,19.589561614538013,23BN-GARSON
299,645.0,1953,81796221.35230164,0.7854366473469182,40.504410034820474,
300,,1953,81796221.35230164,0.8960052692731281,14.016983613259448,23LA-MCTAVISH
301,1018.0,1956,452462.17916903034,0.15065978836591887,167.7356455812252,
302,,1956,452462.17916903034,0.1506597883631617,167.7356455815902,23DB-PNIR29
303,623.0,1963,5937272.031470501,0.6380015907987255,59.17998705040037,
304,,1963,5937272.031470501,0.6406917843528058,57.984127451703,23LA-ERROL
305,1012.0,1968,2241597.878444268,0.9346887570790178,4.279159995789512,
306,,1968,2241597.878444268,0.9346887570784062,4.279159995869612,23SR-LLHIR03
307,656.0,1974,4488573.332306569,0.6206250357697956,58.72268142946482,
308,,1974,4488573.332306569,0.8044958477424828,35.09233585647005,23LA-HARDY
309,,1981,282289.36409937695,0.011686128239782986,191.80065581418538,23BN-LINVALL
310,,1989,361739.89427911176,0.0005837244657313979,198.77227157226966,23SR-HAMIL
311,1019.0,2029,787314.5699928356,0.3205716778144719,133.1927395969361,
312,,2029,787314.5699928356,0.320571677812934,133.19273959709514,23PA-FOX
313,1013.0,2037,80026.60512951162,0.12339380802187848,46.86394518404725,
314,,2037,80026.60512951162,0.12339380801297133,46.86394518437254,23LA-ROBERTS
315,1017.0,2053,616996.4411804244,0.8210658150770825,35.47032408955182,
316,,2053,616996.4411804244,0.8210658150757272,35.47032408997061,23LA-WILMA
317,54.0,,,0.9479838200972656,6.961368493659201,23SR-DORRELL
318,349.0,,,0.002207578044096736,199.41291579189573,23LA-CHURCH
319,349.0,,,0.641684083875826,19.86907071522422,23LA-MCCRAE
320,349.0,,,0.07925919619150906,180.42551015241006,23LX-ELLERAAS
321,349.0,,,0.016278792483719582,196.2252178653405,23LX-HAULTAIN
322,349.0,,,0.46994237439055875,64.38464503628873,23LX-SMITH
323,350.0,,,0.001284104182595786,199.65291124503497,23LX-PELICAN
324,350.0,,,0.7551913371604523,48.568794324843005,23LX-SHAW
325,351.0,,,2.433638266643959e-05,190.64037332123917,23BN-HILLS
326,351.0,,,0.7375232286803557,51.43730086150834,23BN-VERMETTE
327,352.0,,,0.8588202097626243,21.808875242614175,23LX-LSZ001
328,606.0,,,0.9546560236885169,6.3377842661793125,23SR-RIACH
329,607.0,,,0.9020798837127936,16.540537437433763,23SR-KAY
330,608.0,,,0.3324136882890857,118.9574317109526,23SR-DEBUS
331,608.0,,,0.5168909687403656,64.76533477774329,23SR-DEBUS2
332,608.0,,,0.5411097141479176,73.70560694167496,23SR-JACKFISH
333,609.0,,,0.9436704013208295,7.1932323000229985,23SR-ZANGE
334,610.0,,,0.9536845895257174,2.7123328988514097,23SR-ANDERSON
335,611.0,,,0.91497990472768,14.265939146026085,23LA-KINO
336,612.0,,,0.951668163775685,4.07638651340068,23SR-KINGSTON
337,613.0,,,0.041329799342888614,191.73361600825905,23DB-KAMATSI
338,613.0,,,0.7928349576417907,34.65857893575113,23DB-LAIRD
339,614.0,,,0.9013564110606077,16.49123287654964,23LA-BED
340,615.0,,,0.26062392499035114,141.68491041633072,23LA-COWIE
341,615.0,,,0.8471036103655081,3.356972822758038,23LA-KOLWASKIE
