,NBAC_nfireid,WFS event,area,dice_coefficient,NFDB_fireid
238,614.0,1652,144197.51440543254,0.011150798559020902,
239,,1652,144197.51440543254,0.00996811627638283,23LA-BED
240,1004.0,1662,113229.40055403799,0.0069077125101970815,
241,,1662,113229.40055403799,0.006907712510160763,23LX-KEELEY
242,629.0,1681,706038.0328449582,0.036373506520122285,
243,,1681,706038.0328449582,0.03503023874421822,23SR-EISEN
244,620.0,1685,10052428.711190937,0.6358743119101395,
245,,1685,10052428.711190937,0.8562199741926247,23LA-MULLIN
246,665.0,1698,91925124.35939851,0.7916177804064654,
247,,1698,91925124.35939851,0.3664012156711471,23BN-BENT
248,,1698,91925124.35939851,0.6641202409501402,23BN-BROAD
249,629.0,1709,113229.40057283554,0.005656130882032035,
250,,1709,113229.40057283554,0.0056357249817980334,23SR-EISEN
251,,1727,90985.91896245051,0.0002806719090849006,23SR-HELMER
252,,1734,78606.04380432761,3.149312015100639e-07,23SR-DORRELL
253,616.0,1739,94451.08460362007,0.0030053658789524025,
254,,1739,94451.08460362007,0.002717789254388664,23SR-MESSUM
255,617.0,1740,339696.77933982183,0.04509790701071341,
256,,1740,339696.77933982183,0.042337740163205156,23SR-BENTLEY
257,618.0,1741,113229.40044138813,0.005978133272604602,
258,,1741,113229.40044138813,0.00585877124345712,23SR-PHELPS
259,613.0,1743,7013703.543208475,0.7226314060011909,
260,,1743,7013703.543208475,0.028955747779625483,23DB-KAMATSI
261,,1743,7013703.543208475,0.783654137188544,23DB-LAIRD
262,2143.0,1760,7454541.728563634,0.6841060482631616,
263,1010.0,1764,990048.5170925754,0.5369075325533793,
264,,1764,990048.5170925754,0.5369075325515004,23LX-ERIR04
265,620.0,1778,615871.7191446848,0.08891708146014557,
266,,1778,615871.7191446848,0.22459308340532208,23LA-CAIRNS
267,614.0,1780,24782786.47930746,0.7733572839659156,
268,,1780,24782786.47930746,0.8447017229925506,23LA-BED
269,620.0,1787,4650738.190011981,0.3174088499218471,
270,,1787,4650738.190011981,0.6606144973991644,23LA-CAIRNS
271,614.0,1796,1001336.2130052507,0.016102316532034713,
272,,1796,1001336.2130052507,0.015106119947126712,23LA-BED
